Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,hub_delta_v_less_than_1mph,hub_zip_code,hub_location,hub_crash_type,hub_is_police_reported,hub_is_any_injury_reported,data_period,VIN Decoded,Make - Unknown,Automation Feature Version,Automation Feature Version CBI,Engagement Status,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?
30270-11863,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S14R1,,,JAGUAR,I-PACE, ,2024.0, ,3636e171cbf3cce,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,07:10, ,2a20b0200d6dd5d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Scottsdale, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Pickup Truck,Property Damage. No Injured Reported,,Backing,,,Y, , , , , , , , , , ,Parked,,,,0.0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 7, 2025 at 7:10 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Scottsdale, Arizona was in a collision involving a flatbed pickup truck on N. 54th Street near E. Thunderbird Road. 
The Waymo AV was parked at the curb facing north on the east side of N. 54th Street. A flatbed pickup truck that was stopped facing west in a driveway on the west side of N. 54th Street reversed out of the driveway and across the roadway, and the rear right side of the flatbed made contact with the left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-11841,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S18R1,,,JAGUAR,I-PACE, ,2024.0, ,5a6fef52a42e563,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,09:55, ,d06de901f3c18cb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Atlanta, ,GA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , ,, , ,,,,Passenger Car,Moderate W/ Hospitalization,,Proceeding Straight,,, , , , , , , , ,Y, , ,Stopped,,,,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 3, 2025 at 9:55 AM EDT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Atlanta, Georgia was in a collision involving a passenger car on James P Brawley Drive at Carter St NW. 
The Waymo AV was traveling northbound on James P Brawley Drive and came to a stop at the stop sign at the intersection with Carter St NW. A passenger car traveling directly behind the Waymo AV proceeded without stopping, and the front driver side of the passenger car then made contact with the rear side of the stationary Waymo AV. First responders arrived at the scene and assisted the rider out of the Waymo AV. An ambulance was called to the scene and Waymo later learned that the rider was transported to the hospital. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. The passenger in the Waymo AV was not belted at the time of the collision they were in the process of locating the belt fastener for the seat they were occupying.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative
30270-11861,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S13R1,,,JAGUAR,I-PACE, ,2024.0, ,c6befe6f780cb8a,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,13:27, ,b51c9610ccc8b05,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,, , ,Y,, , ,,,,Passenger Car,Minor W/ Hospitalization,,Proceeding Straight,,, , , , , , , , ,Y, , ,Proceeding Straight,,,,18.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,San Francisco Police Department, ,,,,,,,,Yes, ,"On October 8, 2025 at 1:27 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Franklin Street near Vallejo Street. 
The Waymo AV was traveling northbound on Franklin Street in the rightmost lane when a passenger car traveling directly behind the Waymo AV approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The two passengers in the Waymo AV alleged minor injuries and were transported to a hospital by an ambulance.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because individuals involved were transported from the scene to a hospital for medical treatment and a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, Yes Crash Partner",Subject Vehicle - All Belted
30270-11859,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S16R1,,,JAGUAR,I-PACE, ,2024.0, ,9fd84f162c600d0,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,02:20, ,8e6be32923cbefc,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,SUV,No Injured Reported,,Making Left Turn,,, , , , , ,Y, , , , , ,Proceeding Straight,,,,31.0, ,Y, , , , , , ,Y, , , , , ,Y, ,Y, , , ,,Phoenix Police Department, ,,,,,,,,Yes, ,"On October 8, 2025 at 2:20 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving an SUV on S. 16th Street near E. Hidalgo Avenue. 
The Waymo AV was traveling southbound on S. 16th Street in the leftmost lane. An SUV was traveling southbound, ahead of and to the right of the Waymo AV in the center lane on S. 16th Street. As the Waymo AV continued to proceed straight and approached the SUV, the SUV initiated a left turn from the center lane, crossing the dashed white lane line and entering the Waymo AV's lane of travel. The Waymo AV began braking and maneuvered to the left, and the front left side of the SUV made contact with the right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, Yes Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-11858,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S13R1,,,JAGUAR,I-PACE, ,2024.0, ,545879f6fb2ad86,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,07:12, ,c6b8e69937446c8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , ,, , ,,,,Passenger Car,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , , , , ,Y, , ,Stopped,,,,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,San Francisco Police Department, ,,,,,,,,Yes, ,"On October 8, 2025 at 7:12 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Geary Street at Van Ness Avenue. 
The Waymo AV was stopped facing west in the left lane on Geary Street with its left turn signal activated in a queue of traffic for a red light at the intersection of Van Ness Avenue. As the traffic light turned green and traffic ahead advanced, the Waymo AV initially proceeded forward and then came to a stop before entering the intersection, perceiving that there may be insufficient room to proceed fully through the intersection without blocking it, as the vehicle ahead of the Waymo AV had stopped within the intersection to yield to pedestrians crossing Van Ness Avenue in the marked crosswalk. While the Waymo AV was stopped, a passenger car traveling westbound in the left lane on Geary Street approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-11855,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S1XR1,,,JAGUAR,I-PACE, ,2024.0, ,09463113f49653c,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,02:55, ,78662ee4e9dd46b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,First Responder Vehicle,Property Damage. No Injured Reported,,Proceeding Straight,,, ,Y, , , , , , , , , ,Stopped,,,,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 5, 2025 at 2:55 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an ambulance on Alabama Street near 21st Street. 
The Waymo AV was traveling northbound on Alabama Street with vehicles parked on both sides when it maneuvered towards a driveway opening and came to a stop to yield to an ambulance, which did not have lights or sirens activated, traveling southbound on Alabama Street. As the ambulance passed the stationary Waymo AV, the left side of the ambulance made contact with the rear left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-12012,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S15R1,,,JAGUAR,I-PACE, ,2024.0, ,86ebcd25fb576c4,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,06:08, ,57e4cb7d01bf5d8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Pickup Truck,Minor W/O Hospitalization,,Proceeding Straight,,, , ,Y, , , , , , , , ,Proceeding Straight,,,,1.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,Phoenix Police Department, ,,,,,,,,Yes, ,"On October 29, 2025 at 6:08 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a pickup truck on 7th Street at E. Missouri Avenue. 
The Waymo AV was traveling northbound on 7th Street in the rightmost lane when it slowed for a queue of traffic at the intersection with E. Missouri Avenue. As the Waymo AV was slowing, a pickup truck traveling northbound on 7th Street, partially in the rightmost lane and partially in the second from the right lane, approached the Waymo AV from behind and the front right of the pickup truck made contact with the rear left of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The passenger in the Waymo AV alleged a minor injury.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-12013,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S13R1,,,JAGUAR,I-PACE, ,2024.0, ,5b17610c6bb8c35,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,09:28, ,aae416a964f693a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Heavy Truck,Property Damage. No Injured Reported,,Passing,,, ,Y, , , , , , , , , ,Stopped,,,,0.0, , , ,Y, , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 29, 2025 at 9:28 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on Post Street near Mason Street. 
The Waymo AV was traveling eastbound in the left lane on Post Street with its left turn signal activated when it slowed and maneuvered towards the north curb for a passenger pickup. The Waymo AV maneuvered to the right momentarily and came to a stop partially in-lane. While the Waymo AV was stopped, a heavy truck that had initially slowed behind the Waymo AV proceeded to pass the Waymo AV to the right and the left side of the heavy truck trailer made contact with the front right of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-12018,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S1XR1,,,JAGUAR,I-PACE, ,2024.0, ,d169222ce9d6e00,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,13:34, ,dc57e0dc1c2928f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Pickup Truck,Property Damage. No Injured Reported,,Backing,,, , , , , , ,Y, , , , ,Stopped,,,,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 30, 2025 at 1:34 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pickup truck on 1st Street near Folsom Street.
The Waymo AV was traveling southeastbound on 1st Street in the rightmost lane.  A pickup truck that was initially traveling southeastbound on 1st Street directly in front of the Waymo AV came to a stop, and the Waymo AV came to a stop to yield to the stopped pickup truck. While the Waymo AV was stopped, the pickup truck reversed and the rear of the pickup truck made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-12019,1,Waymo LLC,Monthly,10.0,2025.0,NOV-2025,SADHW2S17R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,f865ba97155e173,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,18:25, ,b11280355566761,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Austin, ,TX,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,, , ,Y,, , ,,,,Heavy Truck,Property Damage. No Injured Reported,,Proceeding Straight,,, ,Y, , , , , , , , , ,Stopped,,,,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 24, 2025 at 6:25 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a heavy truck on Banton Road near Manor Road. 
The Waymo AV was traveling northbound on a narrow portion of Banton Road, with vehicles parked at the curb in both directions and a pickup truck stopped partially in-lane and partially in a driveway in front of and to the right of the Waymo AV, when the Waymo AV slowed to a stop to yield to an SUV traveling southbound on Banton Road. As the SUV passed the Waymo AV, the Waymo AV proceeded forward momentarily and then stopped to yield to a heavy truck traveling southbound on Banton Road. As the heavy truck was passing the Waymo AV, the left side of the heavy truck made contact with the rear left of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-11849,2,Waymo LLC,Update,,,NOV-2025,SADHW2S15R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,f8a19e7e07f0a4f,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,22:16, ,4ef86957b945a92,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,SUV,Unknown,,Proceeding Straight,,, , , , , , , , ,Y, , ,Parked,,,,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,Los Angeles Police Department, ,,,,,,,,Yes, ,"Other than an update to the highest severity injury alleged field to reflect an unknown  injury level, the content of this report is unchanged from the initial report submitted on October 10, 2025 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION].
On October 6, 2025 at 10:16 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on N. McCadden Place near Sunset Boulevard. 

The Waymo AV was parked at the curb facing north on N. McCadden Place for a passenger drop-off with hazard lights activated. An SUV traveling northbound on N. McCadden Place maneuvered towards the parked Waymo AV. As the SUV approached the Waymo AV from behind, the front of the SUV made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. Waymo later received notice of alleged unknown injuries from the passengers in the Waymo AV.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-11860,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S19R1,,,JAGUAR,I-PACE, ,2024.0, ,d38a9c8870c899e,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,16:48, ,2c3148db1b0381d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Pickup Truck,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , , , , ,Y, , ,Stopped,,,,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 7, 2025 at 4:48 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a pickup truck on Normandie Avenue near Santa Monica Boulevard. 
The Waymo AV was traveling northbound on Normandie Avenue when it slowed to a stop to yield to a vehicle stopped in-lane facing north on Normandie Avenue. While the Waymo AV was stopped, a pickup truck traveling northbound on Normandie Avenue approached the Waymo AV from behind and the front of the pickup truck made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, Yes Crash Partner",Subject Vehicle - No Passenger In Vehicle
